URL_ID,URL,POSITIVE SCORE_x,NEGATIVE SCORE_x,POLARITY SCORE_x,SUBJECTIVITY SCORE_x,AVG SENTENCE LENGTH_x,PERCENTAGE OF COMPLEX WORDS,FOG INDEX_x,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT_x,WORD COUNT_x,SYLLABLE PER WORD_x,PERSONAL PRONOUNS,AVG WORD LENGTH_x,POSITIVE SCORE_y,NEGATIVE SCORE_y,POLARITY SCORE_y,SUBJECTIVITY SCORE_y,AVG SENTENCE LENGTH_y,FOG INDEX_y,WORD COUNT_y,COMPLEX WORD COUNT_y,AVG WORD LENGTH_y,SYLLABLE PER WORD_y
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,,,,,,,,,,,,,,8,3,0.45454545454545453,0.4576923076923076,14.0,14.83,381,200,7.732283464566929,2.270341207349081
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,,,,,,,,,,,,,,46,12,0.5862068965517241,0.381409090909091,15.5,15.72,610,356,8.19672131147541,2.455737704918033
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,,,,,,,,,,,,,,17,3,0.7,0.378747680890538,12.6,12.19,574,273,8.010452961672474,2.1898954703832754
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,,,,,,,,,,,,,,17,6,0.4782608695652174,0.40114942528735625,14.8,15.57,374,208,7.9144385026737964,2.2967914438502675
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,,,,,,,,,,,,,,28,18,0.21739130434782608,0.40340909090909105,10.5,9.52,1139,522,7.342405618964004,2.1141352063213343
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,,,,,,,,,,,,,,14,16,-0.06666666666666667,0.40056907378335954,12.9,13.42,642,307,7.339563862928349,2.1246105919003115
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,,,,,,,,,,,,,,17,6,0.4782608695652174,0.3819672131147542,12.5,14.98,675,388,7.808888888888889,2.317037037037037
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,,,,,,,,,,,,,,14,2,0.75,0.3967091836734694,17.8,17.15,358,185,7.466480446927374,2.2402234636871508
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,,,,,,,,,,,,,,12,4,0.5,0.42689732142857145,8.7,8.42,620,304,7.604838709677419,2.05
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,,,,,,,,,,,,,,2,1,0.3333333333333333,0.2833333333333334,28.3,21.91,173,88,7.757225433526012,2.23121387283237
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,,,,,,,,,,,,,,9,2,0.6363636363636364,0.33222222222222214,21.9,17.51,345,166,7.278260869565218,2.1072463768115943
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,,,,,,,,,,,,,,9,1,0.8,0.3558823529411764,15.4,14.59,268,128,7.115671641791045,2.048507462686567
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,,,,,,,,,,,,,,5,1,0.6666666666666666,0.30333333333333334,15.9,15.17,292,150,8.45890410958904,2.23972602739726
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,,,,,,,,,,,,,,12,4,0.5,0.3143939393939394,10.5,11.59,324,143,6.87962962962963,2.003086419753086
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,,,,,,,,,,,,,,16,8,0.3333333333333333,0.49171428571428577,9.2,10.86,346,168,7.109826589595376,2.052023121387283
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,,,,,,,,,,,,,,5,4,0.1111111111111111,0.24343454790823213,14.7,15.65,356,175,7.345505617977528,2.1376404494382024
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,,,,,,,,,,,,,,4,2,0.3333333333333333,0.35944976076555024,18.8,16.46,285,149,7.435087719298245,2.1473684210526316
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,,,,,,,,,,,,,,4,1,0.6,0.24666666666666667,22.9,19.65,209,106,7.8708133971291865,2.2057416267942584
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,,,,,,,,,,,,,,5,3,0.25,0.2681818181818182,16.4,17.32,200,100,8.12,2.25
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,,,,,,,,,,,,,,5,1,0.6666666666666666,0.2541666666666667,17.9,16.65,218,109,7.36697247706422,2.1559633027522938
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,,,,,,,,,,,,,,6,2,0.5,0.27952380952380956,17.9,16.23,272,140,7.6213235294117645,2.1691176470588234
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,,,,,,,,,,,,,,11,1,0.8333333333333334,0.4251552795031056,15.5,13.94,314,134,7.012738853503185,2.038216560509554
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,,,,,,,,,,,,,,4,1,0.6,0.30357142857142855,18.2,17.0,221,108,7.484162895927602,2.1538461538461537
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,,,,,,,,,,,,,,4,4,0.0,0.24218750000000003,12.1,13.38,317,165,7.441640378548896,2.1482649842271293
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,,,,,,,,,,,,,,8,3,0.45454545454545453,0.24382716049382716,18.6,15.71,360,158,7.238888888888889,2.0694444444444446
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,,,,,,,,,,,,,,10,7,0.17647058823529413,0.33076923076923076,19.8,18.19,260,137,7.5,2.2
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,,,,,,,,,,,,,,11,4,0.4666666666666667,0.4584761904761905,15.5,14.82,329,157,7.282674772036474,2.094224924012158
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,,,,,,,,,,,,,,9,4,0.38461538461538464,0.22512755102040813,12.5,13.57,354,174,7.38135593220339,2.15819209039548
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,,,,,,,,,,,,,,5,5,0.0,0.3392857142857143,14.6,15.28,236,127,7.580508474576271,2.1779661016949152
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,,,,,,,,,,,,,,4,1,0.6,0.24583333333333335,17.8,17.12,199,101,7.532663316582915,2.1758793969849246
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,,,,,,,,,,,,,,4,3,0.14285714285714285,0.23461538461538464,18.7,18.35,209,107,7.6124401913875595,2.22488038277512
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,,,,,,,,,,,,,,6,3,0.3333333333333333,0.25666666666666665,16.3,17.09,215,112,7.660465116279069,2.2465116279069766
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,,,,,,,,,,,,,,5,1,0.6666666666666666,0.2730769230769231,18.7,17.58,209,112,7.641148325358851,2.1913875598086126
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,,,,,,,,,,,,,,5,7,-0.16666666666666666,0.2446778711484594,15.8,16.78,240,132,7.625,2.2333333333333334
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,,,,,,,,,,,,,,11,1,0.8333333333333334,0.39761904761904765,13.3,13.53,310,152,7.54516129032258,2.074193548387097
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,,,,,,,,,,,,,,10,4,0.42857142857142855,0.4359649122807017,13.7,14.96,332,178,7.870481927710843,2.216867469879518
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,,,,,,,,,,,,,,8,6,0.14285714285714285,0.46184523809523803,16.7,13.65,353,183,7.161473087818697,2.0538243626062322
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,,,,,,,,,,,,,,19,12,0.22580645161290322,0.4514285714285714,13.0,12.17,393,162,7.145038167938932,2.0763358778625953
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,,,,,,,,,,,,,,9,1,0.8,0.3248299319727891,14.8,13.19,344,203,7.6104651162790695,2.104651162790698
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,,,,,,,,,,,,,,10,1,0.8181818181818182,0.4002645502645502,19.8,16.4,319,166,7.35423197492163,2.1316614420062696
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,,,,,,,,,,,,,,25,5,0.6666666666666666,0.40774410774410774,16.1,14.61,581,316,7.554216867469879,2.2289156626506026
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,,,,,,,,,,,,,,6,1,0.7142857142857143,0.43571428571428567,25.9,19.16,263,120,7.4600760456273765,2.171102661596958
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,,,,,,,,,,,,,,6,1,0.7142857142857143,0.23044871794871793,16.9,15.95,325,158,7.504615384615384,2.193846153846154
Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,,,,,,,,,,,,,,4,2,0.3333333333333333,0.28750000000000003,31.2,23.18,190,90,7.426315789473684,2.1789473684210527
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,,,,,,,,,,,,,,9,3,0.5,0.32066666666666654,15.6,15.67,301,142,7.318936877076412,2.169435215946844
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,,,,,,,,,,,,,,7,1,0.75,0.25172811059907835,18.7,16.04,302,152,7.235099337748345,2.162251655629139
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,,,,,,,,,,,,,,3,1,0.5,0.3125,25.9,20.79,210,112,7.633333333333334,2.2285714285714286
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,,,,,,,,,,,,,,4,5,-0.1111111111111111,0.34687499999999993,18.5,16.86,244,137,7.389344262295082,2.2336065573770494
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,,,,,,,,,,,,,,3,11,-0.5714285714285714,0.22333333333333333,17.7,14.57,286,133,6.989510489510489,1.986013986013986
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,,,,,,,,,,,,,,4,1,0.6,0.2946428571428571,23.8,17.91,327,148,7.113149847094801,1.996941896024465
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,,,,,,,,,,,,,,4,1,0.6,0.2681818181818182,22.5,20.78,184,96,7.782608695652174,2.3097826086956523
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,,,,,,,,,,,,,,10,1,0.8181818181818182,0.32,26.4,20.81,241,117,7.622406639004149,2.228215767634855
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,,,,,,,,,,,,,,7,6,0.07692307692307693,0.27375,15.5,15.59,313,141,7.201277955271565,2.0543130990415337
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,,,,,,,,,,,,,,12,4,0.5,0.32506410256410256,17.9,14.99,356,150,6.71067415730337,1.8876404494382022
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,,,,,,,,,,,,,,3,1,0.5,0.29500000000000004,20.8,17.95,292,130,7.041095890410959,2.030821917808219
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,,,,,,,,,,,,,,4,1,0.6,0.2541666666666667,31.7,23.42,194,99,7.252577319587629,2.1907216494845363
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,,,,,,,,,,,,,,4,3,0.14285714285714285,0.31363636363636366,17.1,16.21,243,129,7.539094650205762,2.1934156378600824
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,,,,,,,,,,,,,,5,2,0.42857142857142855,0.3733333333333333,15.7,15.04,287,139,7.449477351916376,2.0940766550522647
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,,,,,,,,,,,,,,3,2,0.2,0.2635746606334841,16.3,15.66,248,119,7.419354838709677,2.1693548387096775
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,,,,,,,,,,,,,,8,1,0.7777777777777778,0.39833333333333326,35.7,23.25,217,115,7.179723502304148,2.078341013824885
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,,,,,,,,,,,,,,3,9,-0.5,0.4558823529411764,31.8,21.22,258,124,7.096899224806202,2.0271317829457365
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,,,,,,,,,,,,,,17,3,0.7,0.3490990990990991,15.1,13.8,560,301,7.228571428571429,2.1089285714285713
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,,,,,,,,,,,,,,18,1,0.8947368421052632,0.4680555555555556,14.5,13.32,567,294,7.234567901234568,2.0881834215167547
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,,,,,,,,,,,,,,3,1,0.5,0.3590909090909091,25.1,21.18,179,93,7.4692737430167595,2.217877094972067
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,,,,,,,,,,,,,,5,2,0.42857142857142855,0.2446794871794872,14.6,14.36,281,131,7.05338078291815,2.0355871886120998
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,,,,,,,,,,,,,,6,2,0.5,0.28399470899470897,18.5,17.67,225,114,7.377777777777778,2.1733333333333333
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,,,,,,,,,,,,,,4,5,-0.1111111111111111,0.2571428571428571,15.7,14.48,286,129,7.080419580419581,2.020979020979021
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,,,,,,,,,,,,,,3,1,0.5,0.3388157894736842,19.5,17.41,257,138,7.43579766536965,2.1750972762645913
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,,,,,,,,,,,,,,9,3,0.5,0.31075680272108835,19.4,18.06,345,171,7.333333333333333,2.1623188405797102
Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,,,,,,,,,,,,,,6,1,0.7142857142857143,0.3687074829931973,13.1,14.43,253,127,7.205533596837944,2.102766798418972
Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,,,,,,,,,,,,,,6,2,0.5,0.26666666666666666,14.9,14.18,303,134,6.874587458745874,2.0165016501650164
Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,,,,,,,,,,,,,,3,1,0.5,0.30277777777777776,21.9,19.32,202,110,7.47029702970297,2.1930693069306932
Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,,,,,,,,,,,,,,4,3,0.14285714285714285,0.2717948717948718,18.3,16.19,296,144,7.195945945945946,2.175675675675676
Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,,,,,,,,,,,,,,3,1,0.5,0.29500000000000004,30.6,24.0,156,85,7.641025641025641,2.2884615384615383
Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,,,,,,,,,,,,,,18,3,0.7142857142857143,0.37256097560975604,11.7,12.29,460,221,7.058695652173913,2.0586956521739133
Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,,,,,,,,,,,,,,10,1,0.8181818181818182,0.3694444444444444,16.5,14.14,317,135,6.804416403785489,1.9779179810725551
Netclan20241123,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,,,,,,,,,,,,,,3,3,0.0,0.40595238095238095,16.0,13.55,322,149,6.953416149068323,2.0341614906832297
Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,,,,,,,,,,,,,,7,1,0.75,0.29871794871794877,21.3,17.91,216,113,7.324074074074074,2.189814814814815
Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,,,,,,,,,,,,,,10,3,0.5384615384615384,0.505,12.5,12.8,293,137,6.952218430034129,2.044368600682594
Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,,,,,,,,,,,,,,10,4,0.42857142857142855,0.3592451027233636,18.4,15.92,320,141,6.946875,2.04375
Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,,,,,,,,,,,,,,9,3,0.5,0.37536630036630025,19.1,14.82,407,174,7.061425061425061,1.950859950859951
Netclan20241128,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,,,,,,,,,,,,,,8,3,0.45454545454545453,0.3508998248128683,15.3,14.99,279,125,7.114695340501792,2.043010752688172
Netclan20241129,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,,,,,,,,,,,,,,17,1,0.8888888888888888,0.3935353708791208,17.2,14.91,318,136,7.0062893081761,2.0
Netclan20241130,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,,,,,,,,,,,,,,3,1,0.5,0.24914529914529915,19.6,18.75,179,96,7.905027932960894,2.2849162011173183
Netclan20241131,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,,,,,,,,,,,,,,4,3,0.14285714285714285,0.34955357142857135,20.0,20.0,244,128,7.930327868852459,2.2991803278688523
